pl_name,hostname,pl_letter,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2,pl_orbper_reflink,pl_orbsmax_reflink,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_insol_reflink,pl_eqt_reflink,pl_imppar_reflink,pl_trandur_reflink,pl_ratdor_reflink,pl_ratror_reflink,TSM,transSignal,manual_add
K2-182 b,K2-182,b,Transit,2018,K2,1,4.7369683,2.3e-06,-2.3e-06,0,0.0526,0.0003,-0.0003,0.0,2.69,0.07,-0.05,0,Mass,0.04,0.19,-0.03,0.0,146.9,12.6,-11.8,0.0,89.4,0.6,-0.6,0.0,0.2,0.19,-0.13,0.0,2.561,0.056,-0.143,0.0,14.23,0.22,-0.22,0.0,0.03111,0.00063,-0.00052,0.0,969.0,20.0,-20.0,5170.0,100.0,-100.0,0.0,0.79,0.01,-0.01,0,0.86,0.02,-0.02,0,4.61,0.1,-0.1,0.0,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.833,0.069,-0.069,10.408,0.021,-0.021,9.994,0.022,-0.022,9.913,0.023,-0.023,,,,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,20.0,5.0,-5.0,0.0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,15.778546132328026,7.243813377179178e-05,0.0
TOI-431 b,TOI-431,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,0.490047,1e-05,-7e-06,0,0.0113,0.0002,-0.0003,0.0,1.28,0.04,-0.04,0,Mass,0.0,,,0.0,2120.45,,,0.0,84.3,1.1,-1.3,0.0,0.34,0.07,-0.06,0.0,1.0123328,0.080598,-0.080598,0.0,3.3286273212552255,,,,0.016075201679199624,,,,1862.0,42.0,-42.0,4850.0,75.0,-75.0,0.0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,4.6,0.06,-0.06,0.0,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,0.0312,-0.0311,9.12,0.03,-0.03,7.305,0.026,-0.026,6.846,0.029,-0.029,6.723,0.021,-0.021,30.5,0.7,-0.7,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,3.07,0.35,-0.35,0.0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,Calculated,Calculated,15.688415786642862,1.4721112502974781e-05,0.0
TOI-500 b,TOI-500,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,0.548177,1.9e-05,-1.9e-05,0,0.01189,0.00041,-0.0004,0.0,1.166,0.061,-0.058,0,Mass,0.063,0.073,-0.044,0.0,1138.0,123.0,-112.0,0.0,82.09,2.53,-1.31,0.0,0.53,0.12,-0.18,0.0,0.998,0.05,-0.044,0.0,3.769,0.09,-0.09,0.0,0.01577,0.00072,-0.0007,0.0,1617.0,41.0,-41.0,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0,0.74,0.02,-0.02,0,4.62,0.02,-0.02,0.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,8.403,0.024,-0.024,7.848,0.038,-0.038,7.715,0.026,-0.026,,,,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,1.42,0.18,-0.18,0.0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,15.475799779416947,2.4230373740141737e-05,0.0
K2-68 b,K2-68,b,Transit,2016,K2,1,8.05428,0.00082,-0.00082,0,0.0708,0.0031,-0.0031,0.0,1.58,0.23,-0.23,0,M-R relationship,,,,,41.0,11.0,-11.0,0.0,88.715,0.906,-1.333,0.0,0.09,,,0.0,2.72,0.11,-0.11,0.0,19.902276,2.299437,-4.244302,0.0,0.0211,0.0016,-0.0016,0.0,752.2485576979327,,,4746.0,96.0,-96.0,0.0,0.68,0.09,-0.09,0,0.73,0.1,-0.1,0,4.63,0.06,-0.06,0.0,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649,168.652,1.258,-1.24,12.987,0.103,-0.103,11.139,0.027,-0.027,10.651,0.021,-0.021,10.53,0.019,-0.019,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,3.12,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,Calculated,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,15.336658605747996,9.739797704621714e-05,0.0
K2-133 e,K2-133,e,Transit,2019,K2,1,26.5841,0.0018,-0.0017,0,0.1346,0.0011,-0.0011,0.0,1.73,0.14,-0.13,0,M-R relationship,,,,,1.8,0.25,-0.23,0.0,89.164,0.012,-0.01,0.0,0.928,0.049,-0.045,0.0,1.44,0.09,-0.06,0.0,62.921174169275865,,,,0.0348,0.0023,-0.0019,0.0,296.0,10.0,-10.0,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0.0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,11.084,0.021,-0.021,10.487,0.021,-0.021,10.279,0.018,-0.018,,,,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,3.64,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,Calculated,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,15.218908941403575,9.783991975963309e-05,0.0
TRAPPIST-1 g,TRAPPIST-1,g,Transit,2017,Multiple Observatories,1,12.352446,5.4e-05,-5.4e-05,0,0.04683,0.0004,-0.0004,0.0,1.129,0.015,-0.013,0,Mass,0.00208,0.00058,-0.00058,0.0,0.25,0.01,-0.01,0.0,89.742,0.012,-0.012,0.0,0.379,0.018,-0.014,0.0,1.137,0.0047,-0.0047,0.0,84.591,0.382,-0.628,0.0,0.08692,0.00053,-0.00053,0.0,197.3,1.9,-1.9,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0,0.09,0.0,-0.0,0,5.24,0.01,-0.01,0.0,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,0.0187066,-0.0187066,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,1.4,0.05,-0.05,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.321,0.038,-0.038,0.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=DUCROT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A.112D/abstract target=ref>Ducrot et al. 2020</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,15.201876579335876,9.348332376993923e-05,0.0
K2-148 c,K2-148,c,Transit,2018,K2,1,6.9226,0.0007,-0.0007,0,0.0616,0.0019,-0.0019,0.0,1.73,0.24,-0.21,0,M-R relationship,,,,,26.5,6.0,-6.0,0.0,,,,,,,,,2.0304,0.096,-0.1392,0.0,27.3,3.6,-6.9,0.0,0.0251,0.0025,-0.0018,0.0,552.0232682094919,,,4079.0,70.0,-70.0,0.0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,4.65,0.05,-0.05,0.0,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,11.082,0.024,-0.024,10.457,0.027,-0.027,10.292,0.025,-0.025,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,3.64,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,Calculated,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,15.145504903154901,9.492283834269471e-05,0.0
K2-381 c,K2-381,c,Transit,2022,K2,1,16.034656,0.001844,-0.001572,0,0.11307161435974601,,,,2.0,0.184,-0.148,0,M-R relationship,,,,,,,,,88.798,0.924,-2.347,0.0,0.338,0.249,-0.221,0.0,3.0696,0.2208,-0.1992,0.0,39.39,2.21,-5.33,0.0,0.0271,0.001,-0.001,0.0,503.9540154193371,,,4473.0,138.0,-138.0,0.0,0.68,0.05,-0.05,0,0.75,0.34,-0.24,0,4.65,0.15,-0.15,0.0,19h12m06.42s,288.0267612,-21d00m27.28s,-21.0075789,145.701,1.082,-1.067,12.883,0.069,-0.069,10.97,0.021,-0.021,10.39,0.025,-0.025,10.302,0.021,-0.021,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,Calculated,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4.66,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,15.08160978818621,9.122098135788522e-05,0.0
K2-152 b,K2-152,b,Transit,2018,K2,1,32.6479,0.01141,-0.01483,0,0.1716,0.0012,-0.0012,0.0,2.29,0.25,-0.24,0,M-R relationship,,,,,2.9,0.7,-0.7,0.0,,,,,0.25,0.24,-0.17,0.0,4.0,,,0.0,58.8,2.6,-2.9,0.0,0.0344,0.0037,-0.0037,0.0,337.0,3.0,-3.0,4044.0,34.0,-35.0,0.0,0.61,0.01,-0.01,0,0.63,0.01,-0.01,0,4.67,0.01,-0.01,0.0,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,108.449,0.414,-0.411,13.728,0.019,-0.019,10.956,0.026,-0.026,10.277,0.023,-0.023,10.096,0.021,-0.021,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,5.86,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,15.057386803418753,8.949645267710955e-05,0.0
K2-216 b,K2-216,b,Transit,2018,K2,1,2.1748,5e-05,-5e-05,0,0.028,0.003,-0.007,0.0,1.75,0.17,-0.1,0,Mass,0.0,,,0.0,248.0,220.0,-48.0,0.0,86.9,2.2,-4.0,0.0,0.45,0.31,-0.31,0.0,1.84,0.05,-0.04,0.0,8.3,0.9,-2.3,0.0,0.0221,0.0022,-0.0007,0.0,1103.0,180.0,-56.0,4503.0,69.0,-69.0,0.0,0.72,0.03,-0.03,0,0.7,0.03,-0.03,0,4.57,0.09,-0.09,0.0,00h45m55.26s,11.4802354,+06d20m49.31s,6.3470302,115.461,0.71,-0.701,12.403,0.103,-0.103,10.394,0.023,-0.023,9.856,0.032,-0.032,9.721,0.018,-0.018,,,,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,8.0,1.6,-1.6,0.0,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,14.97977270842118,6.767515995482539e-05,0.0
K2-62 c,K2-62,c,Transit,2016,K2,1,16.1966,0.0012,-0.0012,0,0.1148,0.0025,-0.0025,0.0,2.14,0.22,-0.22,0,M-R relationship,,,,,20.5,4.7,-4.7,0.0,89.605,0.29,-0.708,0.0,0.22,,,0.0,1.29,0.12,-0.12,0.0,76.726395,13.464426,-31.566289,0.0,0.0269,0.0019,-0.0019,0.0,393.9421288773371,,,4880.0,216.0,-216.0,0.0,0.73,0.05,-0.05,0,0.77,0.05,-0.05,0,4.6,0.04,-0.04,0.0,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776,112.467,0.491,-0.487,12.391,0.08,-0.08,10.374,0.023,-0.023,9.811,0.025,-0.025,9.688,0.023,-0.023,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.22,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,Calculated,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,14.720686690659944,6.711219253205968e-05,0.0
K2-396 c,K2-396,c,Transit,2022,K2,1,25.76051,0.001999,-0.001887,0,0.16781834066154702,,,,3.124,0.178,-0.112,0,M-R relationship,,,,,,,,,,,,,0.475,0.32,-0.301,0.0,,,,,39.31,4.12,-12.04,0.0,0.0311,0.003,-0.001,0.0,590.5179700124773,,,5236.0,138.0,-138.0,0.0,0.92,0.06,-0.06,0,0.95,0.43,-0.29,0,4.49,0.15,-0.15,0.0,04h58m46.29s,74.6928607,+17d16m08.60s,17.2690562,274.864,2.884,-2.825,13.32,0.069,-0.069,11.356,0.022,-0.022,10.915,0.019,-0.019,10.811,0.02,-0.02,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,Calculated,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,9.93,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,14.684232770779403,0.00010318981701441338,0.0
