index,designation,ra,dec,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,ruwe,teff_gspphot
225,Gaia DR3 2001566570838165632,337.88266624973534,53.4189153450253,9.127216,8.41469,9.690506,0.88107777,5023.2217
226,Gaia DR3 1082077260306044288,116.7037542680595,56.75383312204341,9.205628,8.501053,9.7532625,0.99537456,5386.7295
227,Gaia DR3 1433416717674304640,256.13875409897634,56.84254614175812,9.086654,8.639922,9.364784,0.99553835,5951.1514
228,Gaia DR3 456292072787740160,30.924715690072198,53.96665759864396,9.070331,8.378025,9.595865,1.0648643,5162.461
229,Gaia DR3 842897403539730688,171.15513444124747,53.9677869388531,9.216964,8.793976,9.476867,1.0748754,6108.961
230,Gaia DR3 2184848355951296640,306.2235161134158,53.291043451969,9.116634,8.795201,9.295581,1.3433093,6815.6094
231,Gaia DR3 263789576993787904,84.47530522005363,52.812432668582446,9.357022,8.973833,9.583003,0.96048576,6379.9946
232,Gaia DR3 1606495378487879552,222.47145519150803,54.69817270587231,9.075157,8.427218,9.552422,1.0003783,5183.5015
233,Gaia DR3 420404906612741376,1.1536605450372817,54.662081746703116,9.07671,8.425702,9.563527,0.9285594,5103.2476
234,Gaia DR3 1023870317323136256,136.84584845777596,54.51652043710017,9.155392,8.470512,9.680582,1.0231184,5058.802
235,Gaia DR3 2149124054925938944,275.06423714265804,54.46977999337068,9.04618,8.7343855,9.219307,0.88772076,6950.041
236,Gaia DR3 446604344555024256,52.21676502482039,54.20174938077154,9.013972,8.584105,9.277906,0.979628,6074.762
237,Gaia DR3 1570801760716907264,190.55627204360417,54.20391202525408,9.162078,8.850591,9.333578,1.0220207,6889.6514
238,Gaia DR3 2174730203281401472,326.7166619605588,55.05351465800109,9.071923,8.687782,9.300793,1.1076581,6366.2827
239,Gaia DR3 993694667376556800,103.24930461170744,53.40060725297563,9.00258,8.439932,9.388983,1.0226403,5659.677
240,Gaia DR3 1403967432595767424,240.89536811062675,52.24121976779655,9.099612,8.743689,9.299652,1.0162383,6616.8936
241,Gaia DR3 411164061133717248,18.071443818238265,54.64647290100831,9.015534,8.276132,9.610263,0.96315396,5000.2505
242,Gaia DR3 848581844295301888,156.90412343346745,52.61420425555294,9.195303,8.693573,9.526052,0.9751135,5624.8335
243,Gaia DR3 2137334885098192896,295.41329550706024,52.88996017271484,9.163088,8.5360565,9.626186,0.9447004,5076.264
244,Gaia DR3 273139720799211392,72.76286929370002,53.747668720575284,9.097296,8.670587,9.357365,0.9120654,6478.3594
245,Gaia DR3 1609422828196870016,210.92021297015054,55.04077298029379,9.136147,8.606332,9.499666,1.0296334,5660.2734
246,Gaia DR3 2008718859611570944,345.86844167537834,55.39628949076221,9.149558,8.469825,9.667626,0.879121,5128.158
247,Gaia DR3 1032309928058755456,125.61328549775205,54.41660226694505,9.065882,8.61568,9.348635,1.0831308,5943.6646
248,Gaia DR3 1420996050211697408,263.33722772589874,55.265830646151684,9.168735,8.7063675,9.461458,0.97424555,5940.1123
249,Gaia DR3 454042162761189888,38.1972311752529,53.97773090009262,9.190165,8.471515,9.755001,0.9750666,5519.7363
250,Gaia DR3 840509333003684736,176.75284821839287,53.285104873411996,9.276413,8.83937,9.548141,1.0085864,6017.566
251,Gaia DR3 2188752446860760192,315.1472927969737,54.52936807063094,9.207647,8.501389,9.760556,0.95255303,5044.791
252,Gaia DR3 972100598306444288,91.21432596899514,51.700096709063715,9.087891,8.311195,9.655966,1.2101004,6107.8677
253,Gaia DR3 1596337093638038272,230.54124195386697,52.74351919886382,9.166487,8.786908,9.391453,1.0574745,6400.4116
254,Gaia DR3 416414293577899392,7.880898604473883,53.07953497980607,9.052282,8.679041,9.269512,0.98482955,6455.3647
255,Gaia DR3 1019722237908030208,142.65015889929018,52.78995421270874,9.101063,8.659665,9.373795,0.8788673,6206.71
256,Gaia DR3 2144673644174769152,281.1295988388945,51.54861798537756,9.038943,8.368201,9.549881,0.848345,5011.0283
257,Gaia DR3 251324241872640640,58.119534096165886,51.37367917479853,9.265303,8.827324,9.532314,1.0360233,6572.9014
258,Gaia DR3 1563934004931515648,197.53941664363026,53.627638556255086,9.001092,8.481075,9.352617,1.0348625,5550.271
259,Gaia DR3 2000530074967607424,336.4667271268374,51.35938449810063,9.023114,8.636595,9.24873,0.97057164,6894.4487
260,Gaia DR3 983381798063184896,112.69578648977664,52.001733302820924,9.078564,8.665397,9.327666,0.89705664,6307.4707
261,Gaia DR3 1423975383125347200,248.75768632075574,51.757181288673685,9.128314,8.663223,9.423768,0.95688707,5829.9336
262,Gaia DR3 407990110362233344,25.885264970531622,53.2918452467211,9.03331,8.610957,9.291351,0.9475895,6319.761
263,Gaia DR3 837368062643565824,165.11518601089,53.2348828376842,9.134238,8.759629,9.353996,1.0859215,6413.781
264,Gaia DR3 2087880466992834432,301.8387900331943,50.24524107129151,9.197572,8.852441,9.3961,1.0289992,6706.3003
265,Gaia DR3 262216446435606016,81.35548122160597,51.62181919965087,9.11237,8.720386,9.346183,0.97139424,6312.2266
266,Gaia DR3 1604435409094005504,216.560994948561,50.19920811887675,9.216771,8.722542,9.538188,0.9692738,5634.5317
267,Gaia DR3 1944859430422712576,355.01723996186763,51.55739356635239,9.079164,8.429509,9.561098,0.92114943,5180.085
268,Gaia DR3 1017052761115663872,132.07484734240953,51.196355206514845,9.074655,8.709076,9.286701,1.1930887,6514.004
269,Gaia DR3 2125566571624248320,271.45831629020637,53.11454935262516,9.254495,8.598769,9.74418,0.8848855,5142.0674
270,Gaia DR3 439327501725338752,45.64062020096374,49.729946788367144,9.036065,8.272728,9.665038,0.95570934,5015.371
271,Gaia DR3 1548137183938182912,182.70929970715625,50.161352613899325,9.114273,8.673041,9.387551,0.9934475,5974.9434
272,Gaia DR3 2170970526353067648,321.88895162155814,49.753156957009104,9.366271,8.716558,9.851925,1.1913776,5034.6265
273,Gaia DR3 991136928450763264,101.13189141026214,49.848168481686464,9.29949,8.658529,9.7782545,1.0872691,5097.7876
274,Gaia DR3 1404000039987498752,236.88505447622404,49.88314759505472,9.144314,8.731551,9.394974,0.9238649,6164.501
275,Gaia DR3 415051865530910208,13.35136612246633,51.001270079511784,9.391621,8.686484,9.942347,0.9055166,5137.2427
276,Gaia DR3 827493726670483584,150.45981714568697,52.11919393068772,9.097957,8.591376,9.434471,0.9095619,5757.8784
277,Gaia DR3 2129952248632658176,290.844920042341,49.45805812372181,9.050733,8.566367,9.367532,0.96416456,5920.4453
278,Gaia DR3 270949489336928256,68.31650029332005,51.04663696566226,9.14247,8.72273,9.369548,0.912226,6225.7183
279,Gaia DR3 1559350656351826432,205.49194610424456,52.42496867807414,9.128287,8.654107,9.434134,0.89439404,5803.8506
280,Gaia DR3 1990004243994942720,341.99224119078144,52.362347312970705,9.0219965,8.566832,9.309247,0.9081996,5918.005
281,Gaia DR3 934383058802507776,118.131239286572,50.16906075135787,9.185382,8.801535,9.411286,1.1114806,6438.0337
282,Gaia DR3 1418925875974371328,256.34637756647055,52.353205143967855,9.032752,8.681034,9.233465,1.0821668,6720.571
283,Gaia DR3 355409097798181376,36.62616616212742,49.701585959542506,9.008196,8.604538,9.248142,1.03179,6479.526
284,Gaia DR3 790747738835179392,173.9081130593135,49.706348266923776,9.096433,8.599517,9.421778,0.9244492,5632.812
285,Gaia DR3 2180329191364253184,309.61106063754494,50.15291927928665,9.008191,8.511123,9.338961,0.9276633,5835.938
286,Gaia DR3 211476493073879424,86.78510480683187,49.59270525651137,9.181325,8.682742,9.510156,0.9504059,5720.775
287,Gaia DR3 1590808474296152064,223.98229270028517,49.08370410312249,9.350397,8.862239,9.670781,0.9771206,5708.1763
288,Gaia DR3 393841324160928256,1.0008573818684432,49.69320226920724,9.004867,8.7012,9.172267,1.2033513,6942.609
289,Gaia DR3 1013225326778665728,138.6428377880353,50.4498063474886,9.068147,8.41311,9.559124,0.96413696,5020.6714
290,Gaia DR3 2124268868729815936,275.93815657093415,51.64970754351737,9.01491,8.445354,9.374082,0.9188283,5619.722
291,Gaia DR3 249360411027826048,53.266422856557675,49.300135625929606,9.114252,8.391565,9.686167,0.91883457,5060.9854
292,Gaia DR3 1555411999542876672,193.78799858821017,49.43952869522713,9.201121,8.819067,9.426353,1.0370684,6358.051
293,Gaia DR3 1979609495432146432,329.2286114958576,50.250068704621384,9.076998,8.636259,9.351956,1.0039419,6012.2
294,Gaia DR3 979235226180420096,105.35804796164203,49.971383514559186,9.024227,8.503592,9.371779,1.08095,5965.7305
295,Gaia DR3 1410993552415726976,246.469850787741,48.33637028903808,9.201181,8.610457,9.622747,1.330466,5568.9834
296,Gaia DR3 400032708491846656,20.38807181301109,48.179895077020866,9.042308,8.314727,9.62074,0.8357115,5056.234
297,Gaia DR3 834194013091047424,159.8499980581976,48.80484952730823,9.074569,8.630744,9.351868,0.89575523,5985.029
298,Gaia DR3 2135405345272279424,296.10412866720077,51.124518201784824,9.038112,8.679344,9.247079,1.2333014,6524.4976
299,Gaia DR3 255765581654656384,73.62520745808871,48.07622906494804,9.148715,8.43141,9.715492,0.9842546,5024.893
300,Gaia DR3 1511593059561180032,212.7528716236515,50.252959728418574,9.063081,8.600116,9.357815,0.9921338,5868.75
301,Gaia DR3 1942600037104763264,348.797206384716,48.218327792061515,9.097842,8.68597,9.347247,0.9160849,6179.233
302,Gaia DR3 1027740254654398848,128.39205188008654,51.01447212798237,9.005288,8.430352,9.415198,1.0210924,5228.885
303,Gaia DR3 1363929403865059712,266.2337843506482,48.79628290320457,9.018108,8.293596,9.598585,0.9971871,5045.1816
304,Gaia DR3 440261777370775808,43.28658483987146,50.417483296186745,9.1184845,8.736807,9.342283,1.0108756,6721.6963
305,Gaia DR3 788124097932975872,179.9524813850156,51.06389236112825,9.380326,8.678507,9.586133,1.3185797,6000.4976
306,Gaia DR3 2166180194700102144,317.7143701033773,50.4089303880933,9.014911,7.807394,10.653998,0.94872916,5038.3423
307,Gaia DR3 966013431353728256,96.74224482727662,47.79034342441737,9.109117,8.409044,9.655824,1.0590794,5044.0986
308,Gaia DR3 1594686481870420608,230.7632228540379,50.222770093314956,9.163076,8.74404,9.406974,1.2862788,6207.3916
309,Gaia DR3 390453591393476992,11.074200425680672,48.18017862636103,9.0633545,8.668628,9.295489,0.98296887,6297.15
310,Gaia DR3 821870858566046976,147.28397447954066,47.65190186886994,9.005307,8.397114,9.441664,0.9265288,5573.605
311,Gaia DR3 2132082999087248384,286.4423128462799,49.74893369494476,9.023999,8.486583,9.387384,0.91295487,5543.0786
312,Gaia DR3 247216569514567168,61.27341620924861,48.872058900377446,9.024849,8.605119,9.2824,1.036636,6136.3345
313,Gaia DR3 1554339666468490752,198.1920688390869,47.313204436904215,9.057471,8.57834,9.366628,0.9919032,5751.882
314,Gaia DR3 1986495874183988480,336.0059360188718,47.005351748920596,9.045882,8.36957,9.562359,1.1224114,5294.2065
315,Gaia DR3 976897153359543552,113.16508003326827,49.50135296590944,9.063659,8.558857,9.3983,1.0475974,5906.982
316,Gaia DR3 1407640591706510208,253.77410038769509,46.927653514402266,9.010378,8.709019,9.174725,1.0283592,6950.365
317,Gaia DR3 352962924943509888,31.121698802920083,46.34881186515806,9.012806,8.558233,9.296289,1.1373086,5919.6426
318,Gaia DR3 837752513755819904,167.603644685041,48.9625174033639,9.146986,8.689564,9.438087,1.0556955,6042.858
319,Gaia DR3 2084816540405498496,305.4839960820159,49.448285198260635,9.131428,8.743372,9.361742,0.9892213,6372.9863
320,Gaia DR3 212586621863612800,80.6897516326001,47.9129981721123,9.071911,8.5962925,9.37493,0.9551707,6015.069
321,Gaia DR3 1591057651117375104,220.9635589041514,47.71697187889268,9.061873,8.552031,9.386811,0.8882246,5847.791
322,Gaia DR3 1939557100018296192,359.3882974641212,48.07095066746223,9.058697,8.589623,9.034557,0.99796325,6920.1924
323,Gaia DR3 1012498961909728512,135.7932452449321,48.026929170134174,9.205307,8.579957,9.66392,1.2183349,5118.3647
324,Gaia DR3 2122669908241271808,270.88929323128957,48.318488372409234,9.084077,8.716875,9.292188,0.95819664,6555.7515
325,Gaia DR3 441682689991896064,51.3250668174708,49.622434861643576,9.075517,8.327725,9.6787405,0.97539115,5005.9746
326,Gaia DR3 1547160061698630144,185.8462316852111,49.57720104416376,9.281138,8.883242,9.520248,1.133577,6343.7803
327,Gaia DR3 1977198197710161024,324.4554586702614,46.18374659269656,9.02068,8.547698,9.323848,0.95524997,5808.4756
328,Gaia DR3 967029826774214656,100.73075874581195,48.48472067930016,9.005392,8.322013,9.527541,1.015433,5349.691
329,Gaia DR3 1400086706305766016,241.3398499714464,48.748508340153634,9.052567,8.531311,9.399299,1.2472428,5752.217
330,Gaia DR3 397935355701681408,18.887003558800753,45.41998680936453,9.212533,8.544751,9.715754,0.94301957,5516.692
331,Gaia DR3 822937281766661888,153.51458860682357,48.81438382001701,9.244175,8.791189,9.529886,1.0888346,5908.889
332,Gaia DR3 2126812593181615360,291.67074049334997,46.170921981714734,9.039063,8.392194,9.518484,0.9874228,5240.857
333,Gaia DR3 257269679203377408,68.31025671216372,46.69758645047348,9.096516,8.624947,9.396367,1.0826288,5832.7383
334,Gaia DR3 1502715602678786944,209.39184691449407,45.15589236885029,9.088848,8.752955,9.27882,0.97342646,6684.0674
335,Gaia DR3 1984864817402219392,346.58166932137783,48.748386536972156,9.026371,8.657137,9.240698,0.9636862,6442.0005
336,Gaia DR3 928847941173514240,124.40358447610123,46.226993260815796,9.008552,8.339901,9.510368,1.3900626,5371.1704
337,Gaia DR3 1362168329835391360,261.587412557204,46.7783946768318,9.1159525,8.428004,9.643739,1.0135635,5081.71
338,Gaia DR3 353642629287742080,35.725001540488684,45.91254225096575,9.03877,8.63784,9.275168,0.9471086,6250.083
339,Gaia DR3 785994309547399296,175.19561333613333,46.13729088498807,9.202347,8.796221,9.445364,1.05824,6209.1606
340,Gaia DR3 2163827720867012224,313.89773449597,47.0175488532683,9.062651,8.426764,9.528001,1.3410313,5286.9023
341,Gaia DR3 962950535557896576,90.86364126251085,44.67714703459277,9.00268,8.326769,9.514153,0.8418985,5407.977
342,Gaia DR3 1588420914859482624,229.131954375192,48.11357002342807,9.021062,8.596902,9.278321,0.9022924,6110.8794
343,Gaia DR3 391072822597326464,6.66186485875113,48.43333958107274,9.210757,8.504044,9.7604475,0.9164483,5113.217
344,Gaia DR3 819298585472464128,142.53765837872044,46.83501013584452,9.125877,8.643324,9.437264,0.98126745,5717.5347
345,Gaia DR3 2119078662748614656,281.1214512171696,46.37947123946384,9.07366,8.520326,9.452734,0.8977754,5390.1904
346,Gaia DR3 246949628704657920,58.033619559630395,48.25265037677148,9.099683,8.726695,9.316078,0.95455074,6860.141
347,Gaia DR3 1529948650273423744,195.48398502138798,45.442141286917476,9.209249,8.812002,9.446522,0.98484975,6292.5156
348,Gaia DR3 1961975974606608640,333.6833816277697,44.291857380262925,9.084806,8.658991,9.347531,1.1928583,6118.943
349,Gaia DR3 974327594686005376,109.40670297022871,45.148748003985965,9.034545,8.348342,9.56526,1.1573646,5036.7827
350,Gaia DR3 1407127910050174336,248.96179798907477,46.49105612875159,9.040937,8.572184,9.337647,0.89189297,5819.4136
351,Gaia DR3 350399924682151680,25.78971748811038,45.30518049210077,9.045723,8.63866,9.286309,0.95662165,6219.719
352,Gaia DR3 831173689015873664,163.99983947440768,46.899273462579316,9.184654,8.776108,9.428811,0.91639704,6267.7134
353,Gaia DR3 2082248390480184832,301.72688189509404,45.55183133005402,9.008682,8.351769,9.49895,0.94786066,5092.529
354,Gaia DR3 205966569727998208,77.4731740004334,45.993260228960885,9.03518,8.479777,9.406957,0.919019,5899.2495
355,Gaia DR3 1504901844111639296,214.43543172027515,44.73671213385965,9.02532,8.637354,9.250846,1.0448982,6419.142
356,Gaia DR3 1926781569473898240,354.5241498995866,45.03699012167765,9.011035,8.575263,9.279774,0.95607,6016.872
357,Gaia DR3 918222711775127552,129.5161828658202,45.88346121526425,9.0830345,8.741008,9.277705,0.9268956,6777.205
358,Gaia DR3 1350912663661283328,268.04066866651635,46.94244908228873,9.036638,8.577043,9.326451,1.060766,5855.755
359,Gaia DR3 434036892287495168,45.070943985484654,45.13596566836482,9.071702,8.664931,9.316048,1.00819,6242.1416
360,Gaia DR3 1539841059466615424,182.3503772561553,46.37924515458607,9.10535,8.752897,9.306729,0.9999617,6668.4834
361,Gaia DR3 2164220280877299968,318.6535067198467,46.77935246746332,9.02144,8.549295,9.326644,0.9226968,5816.8394
362,Gaia DR3 965551185496913024,97.88284507222205,45.834075700295976,9.242496,8.547086,9.782137,1.017989,5219.624
363,Gaia DR3 1397863321995771264,237.24217740989016,45.79419717192437,9.0275345,8.526061,9.354054,0.8885906,5741.276
364,Gaia DR3 375836645154711552,12.403379672884105,43.62875384941022,9.003513,8.697996,9.169561,0.9918768,6978.5586
365,Gaia DR3 810054200944070528,151.72000394579334,45.88332155749207,9.142358,8.612955,9.484922,0.96492666,5663.217
366,Gaia DR3 2105691898224330112,286.7483777773737,43.83952504128128,9.082488,8.784373,9.245123,0.88233083,6922.9624
367,Gaia DR3 253665995482833536,67.05612095499026,45.04573586170669,9.111874,8.727469,9.330093,1.1429504,6385.513
368,Gaia DR3 1549459037431453056,202.40430618502694,43.30546215760774,9.252419,8.724563,9.611714,0.9919125,5865.8193
369,Gaia DR3 1935774990472968704,342.16185632606863,44.687181027190135,9.156267,8.368605,9.817563,0.97742677,5020.3794
370,Gaia DR3 926220009600215680,119.38353377815852,44.646974527164744,9.079768,8.642959,9.346406,0.9928071,6020.206
371,Gaia DR3 1359457415196694272,253.50130520531613,45.5894415178811,9.191376,8.781732,9.439809,1.0169201,6209.488
372,Gaia DR3 352196251804829312,33.51785067804702,44.69499346269902,9.006682,8.5738735,9.26959,1.2044548,6046.033
373,Gaia DR3 784805015922946560,168.9869556825992,44.011460700730524,9.082681,8.726257,9.287259,1.047046,6583.797
374,Gaia DR3 2070582881342384000,307.8618810118871,44.05767474760089,9.0905285,8.383763,9.641626,0.9100696,5028.7427
375,Gaia DR3 209551493029296768,85.15267753140647,46.351921067895596,9.104152,8.38324,9.675527,0.8810321,5054.716
376,Gaia DR3 1586895896529446912,223.25054024225076,45.70310584526354,9.004615,8.61724,9.233529,0.8662799,6330.6504
377,Gaia DR3 385010905753973632,0.027245754866584187,44.21759583073479,9.148667,8.705637,9.424657,1.0749269,5977.7715
378,Gaia DR3 817260571950929408,137.2514165151456,44.053343617373145,9.089845,8.6754265,9.336967,0.9342274,6156.232
379,Gaia DR3 2114708275825745152,274.592452983799,43.89609354058443,9.099032,8.648969,9.380703,0.88607544,5942.056
380,Gaia DR3 238253144564455296,53.460608690941896,43.00372822158781,9.037583,8.317135,9.610583,1.0089467,5225.8745
381,Gaia DR3 1542510295743885056,191.67152930029573,45.51809102139618,9.196139,8.763895,9.465968,0.91328776,6063.8267
382,Gaia DR3 1973587092276753792,328.3838734767955,45.45064371974239,9.174692,8.683905,9.491825,1.0018613,5660.9727
383,Gaia DR3 952686628870960768,106.67895758589974,43.32650490469791,9.041357,8.377011,9.543388,1.1927085,5049.083
384,Gaia DR3 1383426626948182144,241.53914161925243,42.211517732529714,9.295093,8.772924,9.649898,1.0803576,5637.9043
385,Gaia DR3 396401090304171648,21.930661306036544,42.603048923911665,9.013,8.638286,9.230038,1.0007931,6450.802
386,Gaia DR3 828895294768816000,158.5318196948934,43.46479420608435,9.08466,8.654372,9.347441,0.93152714,6060.246
387,Gaia DR3 2079752636521587328,295.89670287467186,44.71474380565301,9.009817,8.3436365,9.514218,0.91330934,5067.8525
388,Gaia DR3 206196024061774976,74.23622817534732,44.65385921445495,9.050376,8.62539,9.311135,0.91962415,6106.822
389,Gaia DR3 1502715602678786944,209.39184691449407,45.15589236885029,9.088848,8.752955,9.27882,0.97342646,6684.0674
