# Prioritization file for occultation-standard
# Version: 1.1.0
# Updated by: Ben Hord
# Updated on: 2026-09-17 19:45:57
#
# Column 1: Rank
# Column 2: Target Name
# Column 3: Priority
# Column 4: Number of Hours Requested
# Column 5: Number of Hours Observed
# Column 6: Number of Hours Remaining
rank,target,priority,hours_req,hours_obs,hours_rem
1431,G3325213918801248128,0.741029,600.0,0.0,600.0
1432,G3450310785528718208,0.740918,600.0,0.0,600.0
1433,G3423564130094727552,0.740807,600.0,0.0,600.0
1434,G3402510406567077888,0.740696,600.0,0.0,600.0
1435,G2078866808107257600,0.740585,600.0,0.0,600.0
1436,G1833579026820051328,0.740474,600.0,0.0,600.0
1437,G1997054312548528768,0.740363,600.0,0.0,600.0
1438,G3352393605721639424,0.740252,600.0,0.0,600.0
1439,G3446643192697197568,0.740141,600.0,0.0,600.0
1440,G195187507485375104,0.74003,600.0,0.0,600.0
1441,G1306292931321775616,0.739919,600.0,0.0,600.0
1442,G3377635983213759744,0.739807,600.0,0.0,600.0
1443,G438697172322822656,0.739696,600.0,0.0,600.0
1444,G3433042749257701632,0.739585,600.0,0.0,600.0
1445,G4214716489225909376,0.739474,600.0,0.0,600.0
1446,G3127890270679997952,0.739363,600.0,0.0,600.0
1447,G3110333161630648320,0.739252,600.0,0.0,600.0
1448,G3120830547035974144,0.739141,600.0,0.0,600.0
1449,G3440503068792793472,0.73903,600.0,0.0,600.0
1450,G3452198269036345984,0.738919,600.0,0.0,600.0
1451,G3058971335667040512,0.738808,600.0,0.0,600.0
1452,G3383674093054934912,0.738697,600.0,0.0,600.0
1453,G454542577989769472,0.738585,600.0,0.0,600.0
1454,G3413490477575704576,0.738474,600.0,0.0,600.0
1455,G984350433446175232,0.738363,600.0,0.0,600.0
1456,G203897666800368640,0.738252,600.0,0.0,600.0
1457,G3442974221177409280,0.738141,600.0,0.0,600.0
1458,G3159071973767160704,0.73803,600.0,0.0,600.0
1459,G3401277205495091200,0.737919,600.0,0.0,600.0
1460,G2671622254005750400,0.737808,600.0,0.0,600.0
1461,G3426334353938979712,0.737697,600.0,0.0,600.0
1462,G1982318275450640128,0.737586,600.0,0.0,600.0
1463,G3372310159345313664,0.737475,600.0,0.0,600.0
1464,G3353835061165857152,0.737363,600.0,0.0,600.0
1465,G188839958141191680,0.737252,600.0,0.0,600.0
1466,G3318304793888036736,0.737141,600.0,0.0,600.0
1467,G248883326059950976,0.73703,600.0,0.0,600.0
1468,G885810071061438464,0.736919,600.0,0.0,600.0
1469,G504860387608173184,0.736808,600.0,0.0,600.0
1470,G3326576660381784704,0.736697,600.0,0.0,600.0
1471,G3426556695808386048,0.736586,600.0,0.0,600.0
1472,G944360160456396416,0.736475,600.0,0.0,600.0
1473,G3425250922667423616,0.736364,600.0,0.0,600.0
1474,G3375377002215139968,0.736253,600.0,0.0,600.0
1475,G176314665270306944,0.736141,600.0,0.0,600.0
1476,G3373937329178847616,0.73603,600.0,0.0,600.0
1477,G200680083462745472,0.735919,600.0,0.0,600.0
1478,G3430319980510709504,0.735808,600.0,0.0,600.0
1479,G241922043066491648,0.735697,600.0,0.0,600.0
1480,G3452249426397874816,0.735586,600.0,0.0,600.0
1481,G2125727065967867008,0.735475,600.0,0.0,600.0
1482,G3378337956966172416,0.735364,600.0,0.0,600.0
1483,G355271624484226944,0.735253,600.0,0.0,600.0
1484,G3057880688847833216,0.735142,600.0,0.0,600.0
1485,G3410677342717896448,0.735031,600.0,0.0,600.0
1486,G3359006648466147968,0.734919,600.0,0.0,600.0
1487,G3380884254097039616,0.734808,600.0,0.0,600.0
1488,G3120669537301522432,0.734697,600.0,0.0,600.0
1489,G3449103487404273408,0.734586,600.0,0.0,600.0
1490,G195643151975321088,0.734475,600.0,0.0,600.0
1491,G3328412707363456128,0.734364,600.0,0.0,600.0
1492,G275289094232992384,0.734253,600.0,0.0,600.0
1493,G3127327629965640320,0.734142,600.0,0.0,600.0
1494,G877924785984612224,0.734031,600.0,0.0,600.0
1495,G194667713362828800,0.73392,600.0,0.0,600.0
1496,G3064062241998428416,0.733809,600.0,0.0,600.0
1497,G3101143344665363712,0.733697,600.0,0.0,600.0
1498,G3396067341445474560,0.733586,600.0,0.0,600.0
1499,G3059879704068815488,0.733475,600.0,0.0,600.0
1500,G3126413484825266560,0.733364,600.0,0.0,600.0
1501,G1953576942724396672,0.733253,600.0,0.0,600.0
1502,G3324141684507804288,0.733142,600.0,0.0,600.0
1503,G472942320966625664,0.733031,600.0,0.0,600.0
1504,G3444836145337218816,0.73292,600.0,0.0,600.0
1505,G3398741624305636224,0.732809,600.0,0.0,600.0
1506,G3331574073873398528,0.732698,600.0,0.0,600.0
1507,G240532226007058176,0.732587,600.0,0.0,600.0
1508,G3428214823761388288,0.732475,600.0,0.0,600.0
1509,G436227772287653120,0.732364,600.0,0.0,600.0
1510,G250918964459218048,0.732253,600.0,0.0,600.0
1511,G205060022393086208,0.732142,600.0,0.0,600.0
1512,G3352804823071464704,0.732031,600.0,0.0,600.0
1513,G3157227165053578496,0.73192,600.0,0.0,600.0
1514,G421725935474319488,0.731809,600.0,0.0,600.0
1515,G2009280297733341568,0.731698,600.0,0.0,600.0
1516,G194611397752034816,0.731587,600.0,0.0,600.0
1517,G204496900640774784,0.731476,600.0,0.0,600.0
1518,G3358893982886033280,0.731365,600.0,0.0,600.0
1519,G3154736771216614400,0.731253,600.0,0.0,600.0
1520,G3364993695439726464,0.731142,600.0,0.0,600.0
1521,G3383792874670381696,0.731031,600.0,0.0,600.0
1522,G3100526789220210432,0.73092,600.0,0.0,600.0
1523,G3383701890083066112,0.730809,600.0,0.0,600.0
1524,G233755317371754368,0.730698,600.0,0.0,600.0
1525,G359074285450599552,0.730587,600.0,0.0,600.0
1526,G3341488954336333952,0.730476,600.0,0.0,600.0
1527,G358194019015236096,0.730365,600.0,0.0,600.0
1528,G264779236240872064,0.730254,600.0,0.0,600.0
1529,G510763317639947136,0.730143,600.0,0.0,600.0
1530,G3100296892510939648,0.730031,600.0,0.0,600.0
1531,G1998571398076010880,0.72992,600.0,0.0,600.0
1532,G2031339524709353856,0.729809,600.0,0.0,600.0
1533,G249135354741990272,0.729698,600.0,0.0,600.0
1534,G3131203442811755776,0.729587,600.0,0.0,600.0
1535,G3237639604351617664,0.729476,600.0,0.0,600.0
1536,G202645804094929536,0.729365,600.0,0.0,600.0
1537,G3376407420706899712,0.729254,600.0,0.0,600.0
1538,G3081024171661024000,0.729143,600.0,0.0,600.0
1539,G3139799940112473728,0.729032,600.0,0.0,600.0
1540,G1040417173443200,0.728921,600.0,0.0,600.0
1541,G1973620696101596416,0.728809,600.0,0.0,600.0
1542,G3351245612501886848,0.728698,600.0,0.0,600.0
1543,G236717470411539072,0.728587,600.0,0.0,600.0
1544,G1952678057607649664,0.728476,600.0,0.0,600.0
1545,G3372241852186145792,0.728365,600.0,0.0,600.0
1546,G3371237448314455168,0.728254,600.0,0.0,600.0
1547,G243969711675208960,0.728143,600.0,0.0,600.0
1548,G443818731845324416,0.728032,600.0,0.0,600.0
1549,G112537458941321728,0.727921,600.0,0.0,600.0
1550,G1844575139513012480,0.72781,600.0,0.0,600.0
1551,G3331781469252099584,0.727699,600.0,0.0,600.0
1552,G194027999456150016,0.727587,600.0,0.0,600.0
1553,G215845990938754560,0.727476,600.0,0.0,600.0
1554,G866238420491021696,0.727365,600.0,0.0,600.0
1555,G3351419713295776640,0.727254,600.0,0.0,600.0
1556,G410353407527493504,0.727143,600.0,0.0,600.0
1557,G3351889204761295360,0.727032,600.0,0.0,600.0
1558,G3419696980196411648,0.726921,600.0,0.0,600.0
1559,G3107246630634720768,0.72681,600.0,0.0,600.0
1560,G3129697485539271168,0.726699,600.0,0.0,600.0
1561,G3088568470694945280,0.726588,600.0,0.0,600.0
1562,G3350468768879093632,0.726477,600.0,0.0,600.0
1563,G3431282259343679872,0.726365,600.0,0.0,600.0
1564,G3424846950925609088,0.726254,600.0,0.0,600.0
1565,G425228597262369024,0.726143,600.0,0.0,600.0
1566,G3426515979515761792,0.726032,600.0,0.0,600.0
1567,G200809138640147072,0.725921,600.0,0.0,600.0
1568,G192393648438331136,0.72581,600.0,0.0,600.0
1569,G273338178348253696,0.725699,600.0,0.0,600.0
1570,G953130071357647360,0.725588,600.0,0.0,600.0
1571,G418499899638863616,0.725477,600.0,0.0,600.0
1572,G3153863999503832960,0.725366,600.0,0.0,600.0
1573,G2552199794987341952,0.725255,600.0,0.0,600.0
1574,G246596032637608832,0.725143,600.0,0.0,600.0
1575,G889044902991096832,0.725032,600.0,0.0,600.0
1576,G3103737053936043904,0.724921,600.0,0.0,600.0
1577,G3153711163087258752,0.72481,600.0,0.0,600.0
1578,G3105604510015207680,0.724699,600.0,0.0,600.0
1579,G3348641174394019584,0.724588,600.0,0.0,600.0
1580,G182506354546970240,0.724477,600.0,0.0,600.0
1581,G244418862173511936,0.724366,600.0,0.0,600.0
1582,G418449081588017280,0.724255,600.0,0.0,600.0
1583,G3337957499082637184,0.724144,600.0,0.0,600.0
1584,G244994800105128960,0.724033,600.0,0.0,600.0
1585,G473203695496163200,0.723921,600.0,0.0,600.0
1586,G3349692380529087872,0.72381,600.0,0.0,600.0
1587,G504974324501215360,0.723699,600.0,0.0,600.0
1588,G3352980641849842944,0.723588,600.0,0.0,600.0
1589,G3443125683200839680,0.723477,600.0,0.0,600.0
1590,G3451485167026476544,0.723366,600.0,0.0,600.0
1591,G3352654975951051008,0.723255,600.0,0.0,600.0
1592,G3128002008549442176,0.723144,600.0,0.0,600.0
1593,G3383951376143140608,0.723033,600.0,0.0,600.0
1594,G253436747311206528,0.722922,600.0,0.0,600.0
1595,G3402750203181150592,0.722811,600.0,0.0,600.0
1596,G266079374381737344,0.7227,600.0,0.0,600.0
1597,G3344030101803533696,0.722588,600.0,0.0,600.0
1598,G3119810814423514240,0.722477,600.0,0.0,600.0
1599,G3441583205825197184,0.722366,600.0,0.0,600.0
1600,G3440887386763376768,0.722255,600.0,0.0,600.0
1601,G200887032168306304,0.722144,600.0,0.0,600.0
1602,G3344883215449565952,0.722033,600.0,0.0,600.0
1603,G200731790570617984,0.721922,600.0,0.0,600.0
1604,G3430777686586008576,0.721811,600.0,0.0,600.0
1605,G1966710707894388608,0.7217,600.0,0.0,600.0
1606,G3419734982066857088,0.721589,600.0,0.0,600.0
1607,G2036591204504297216,0.721478,600.0,0.0,600.0
1608,G3425989824544323712,0.721366,600.0,0.0,600.0
1609,G3366023358016102400,0.721255,600.0,0.0,600.0
1610,G205051226298342656,0.721144,600.0,0.0,600.0
1611,G187422756371142912,0.721033,600.0,0.0,600.0
1612,G3122242079445454080,0.720922,600.0,0.0,600.0
1613,G3323412673938018944,0.720811,600.0,0.0,600.0
1614,G228782565577949952,0.7207,600.0,0.0,600.0
1615,G2009002533612129536,0.720589,600.0,0.0,600.0
1616,G3127180875224563072,0.720478,600.0,0.0,600.0
1617,G251943988474735872,0.720367,600.0,0.0,600.0
1618,G156139348456074624,0.720256,600.0,0.0,600.0
1619,G3350949672074138368,0.720144,600.0,0.0,600.0
1620,G3349808653883707648,0.720033,600.0,0.0,600.0
1621,G181993814628156928,0.719922,600.0,0.0,600.0
1622,G438098930618614528,0.719811,600.0,0.0,600.0
1623,G1776899030590075392,0.7197,600.0,0.0,600.0
1624,G3444961073046795392,0.719589,600.0,0.0,600.0
1625,G2079301664955979392,0.719478,600.0,0.0,600.0
1626,G3374701322257770368,0.719367,600.0,0.0,600.0
1627,G3384279339845301504,0.719256,600.0,0.0,600.0
1628,G434234834441743488,0.719145,600.0,0.0,600.0
1629,G3358214282838095232,0.719034,600.0,0.0,600.0
1630,G889474743317484544,0.718922,600.0,0.0,600.0
1631,G3974187703469677568,0.718811,600.0,0.0,600.0
1632,G191842273418923776,0.7187,600.0,0.0,600.0
1633,G202019524845232768,0.718589,600.0,0.0,600.0
1634,G3376579730497095168,0.718478,600.0,0.0,600.0
1635,G195762479048137344,0.718367,600.0,0.0,600.0
1636,G3123267545838749056,0.718256,600.0,0.0,600.0
1637,G3348059193445320960,0.718145,600.0,0.0,600.0
1638,G3346134017303179648,0.718034,600.0,0.0,600.0
1639,G3378518998427208832,0.717923,600.0,0.0,600.0
1640,G187128155973868800,0.717812,600.0,0.0,600.0
1641,G233023042627622528,0.7177,600.0,0.0,600.0
1642,G3325625411027962624,0.717589,600.0,0.0,600.0
1643,G201957471156175872,0.717478,600.0,0.0,600.0
1644,G3443786725908813312,0.717367,600.0,0.0,600.0
1645,G3344060819409528320,0.717256,600.0,0.0,600.0
1646,G3436629905943401344,0.717145,600.0,0.0,600.0
1647,G2029689432582184448,0.717034,600.0,0.0,600.0
1648,G3399393467198974208,0.716923,600.0,0.0,600.0
1649,G2088415241959909120,0.716812,600.0,0.0,600.0
1650,G3358664872151105280,0.716701,600.0,0.0,600.0
1651,G3328082750796400512,0.71659,600.0,0.0,600.0
1652,G273600553610079488,0.716478,600.0,0.0,600.0
1653,G3076783870705435392,0.716367,600.0,0.0,600.0
1654,G504608255848242176,0.716256,600.0,0.0,600.0
1655,G3381417753456951424,0.716145,600.0,0.0,600.0
1656,G3353652787051887872,0.716034,600.0,0.0,600.0
1657,G3109145311115072768,0.715923,600.0,0.0,600.0
1658,G3019304735701240192,0.715812,600.0,0.0,600.0
1659,G2079071931443788672,0.715701,600.0,0.0,600.0
1660,G3858264955602552320,0.71559,600.0,0.0,600.0
1661,G2070989047819623936,0.715479,600.0,0.0,600.0
1662,G3345853710557396480,0.715368,600.0,0.0,600.0
1663,G3085422561770434176,0.715256,600.0,0.0,600.0
1664,G246673204611184384,0.715145,600.0,0.0,600.0
1665,G3373581194785833856,0.715034,600.0,0.0,600.0
1666,G3357240424776012544,0.714923,600.0,0.0,600.0
1667,G205265695490148224,0.714812,600.0,0.0,600.0
1668,G962067181042981888,0.714701,600.0,0.0,600.0
1669,G275497417325069696,0.71459,600.0,0.0,600.0
1670,G184415862646984960,0.714479,600.0,0.0,600.0
1671,G3379399634225338112,0.714368,600.0,0.0,600.0
1672,G3317764968039699712,0.714257,600.0,0.0,600.0
1673,G960541574300232960,0.714146,600.0,0.0,600.0
1674,G3432336106878029824,0.714034,600.0,0.0,600.0
1675,G187172376956724224,0.713923,600.0,0.0,600.0
1676,G191739915757848704,0.713812,600.0,0.0,600.0
1677,G2696138369713119104,0.713701,600.0,0.0,600.0
1678,G3426479279016338176,0.71359,600.0,0.0,600.0
1679,G3829563235351614848,0.713479,600.0,0.0,600.0
1680,G194055113588276096,0.713368,600.0,0.0,600.0
1681,G459809273047577344,0.713257,600.0,0.0,600.0
1682,G212969290565060096,0.713146,600.0,0.0,600.0
1683,G890205781110942720,0.713035,600.0,0.0,600.0
1684,G598596159049318528,0.712924,600.0,0.0,600.0
1685,G4537955590470908416,0.712812,600.0,0.0,600.0
1686,G3347998067469603584,0.712701,600.0,0.0,600.0
1687,G3453051764937380096,0.71259,600.0,0.0,600.0
1688,G3427120912770531712,0.712479,600.0,0.0,600.0
1689,G3113112903122735744,0.712368,600.0,0.0,600.0
1690,G3332057760208941952,0.712257,600.0,0.0,600.0
1691,G451061245000039040,0.712146,600.0,0.0,600.0
1692,G3399810865002711424,0.712035,600.0,0.0,600.0
1693,G2010156260602524288,0.711924,600.0,0.0,600.0
1694,G456423464428927360,0.711813,600.0,0.0,600.0
1695,G3400061386152679424,0.711702,600.0,0.0,600.0
1696,G655902705090980864,0.71159,600.0,0.0,600.0
1697,G3432998558336668800,0.711479,600.0,0.0,600.0
1698,G3426450111897981696,0.711368,600.0,0.0,600.0
1699,G962230316784234880,0.711257,600.0,0.0,600.0
1700,G3395588675929360384,0.711146,600.0,0.0,600.0
1701,G3330129109434075648,0.711035,600.0,0.0,600.0
1702,G183101911891717376,0.710924,600.0,0.0,600.0
1703,G3458123842140027008,0.710813,600.0,0.0,600.0
1704,G3371558746226935552,0.710702,600.0,0.0,600.0
1705,G404224970232886144,0.710591,600.0,0.0,600.0
1706,G3428890684113336064,0.71048,600.0,0.0,600.0
1707,G1414345344893142016,0.710368,600.0,0.0,600.0
1708,G182141698941879168,0.710257,600.0,0.0,600.0
1709,G3430988719799920000,0.710146,600.0,0.0,600.0
1710,G3382717964615683456,0.710035,600.0,0.0,600.0
1711,G3134318595473383296,0.709924,600.0,0.0,600.0
1712,G3370947211604288512,0.709813,600.0,0.0,600.0
1713,G192060389038637312,0.709702,600.0,0.0,600.0
1714,G3344712726726459520,0.709591,600.0,0.0,600.0
1715,G193762776635906304,0.70948,600.0,0.0,600.0
1716,G435594694107578624,0.709369,600.0,0.0,600.0
1717,G206053083250213248,0.709258,600.0,0.0,600.0
1718,G944258215113391744,0.709146,600.0,0.0,600.0
1719,G3106140895592523136,0.709035,600.0,0.0,600.0
1720,G3157024373878580736,0.708924,600.0,0.0,600.0
1721,G3342391722100419200,0.708813,600.0,0.0,600.0
1722,G944750388300965120,0.708702,600.0,0.0,600.0
1723,G453357270095242112,0.708591,600.0,0.0,600.0
1724,G3448160690542235264,0.70848,600.0,0.0,600.0
1725,G3373027929983939840,0.708369,600.0,0.0,600.0
1726,G2682106784571275904,0.708258,600.0,0.0,600.0
1727,G3157053918954474752,0.708147,600.0,0.0,600.0
1728,G177783612805338496,0.708036,600.0,0.0,600.0
1729,G991881778859793280,0.707924,600.0,0.0,600.0
1730,G190967925454429440,0.707813,600.0,0.0,600.0
1731,G3400395289794924544,0.707702,600.0,0.0,600.0
1732,G3426196880625698688,0.707591,600.0,0.0,600.0
1733,G505555828711245184,0.70748,600.0,0.0,600.0
1734,G3112491812193938304,0.707369,600.0,0.0,600.0
1735,G3423626870977810048,0.707258,600.0,0.0,600.0
1736,G3430669797006353024,0.707147,600.0,0.0,600.0
1737,G166335016698184064,0.707036,600.0,0.0,600.0
1738,G3430247305366290816,0.706925,600.0,0.0,600.0
1739,G3429799941571136384,0.706814,600.0,0.0,600.0
1740,G3377512769192231552,0.706702,600.0,0.0,600.0
1741,G280166390373264256,0.706591,600.0,0.0,600.0
1742,G1939616855905054848,0.70648,600.0,0.0,600.0
1743,G3361893764140100096,0.706369,600.0,0.0,600.0
1744,G971479515972196864,0.706258,600.0,0.0,600.0
1745,G236963348704665472,0.706147,600.0,0.0,600.0
1746,G3372041363111885056,0.706036,600.0,0.0,600.0
1747,G1979156634085728384,0.705925,600.0,0.0,600.0
1748,G2031569425704812928,0.705814,600.0,0.0,600.0
1749,G3425509892015303040,0.705703,600.0,0.0,600.0
1750,G3369697303102658432,0.705592,600.0,0.0,600.0
1751,G2070537938804316800,0.70548,600.0,0.0,600.0
1752,G443932806177269888,0.705369,600.0,0.0,600.0
1753,G1382933122321062912,0.705258,600.0,0.0,600.0
1754,G4527583721185118976,0.705147,600.0,0.0,600.0
1755,G3390728795878562688,0.705036,600.0,0.0,600.0
1756,G3443185366066940800,0.704925,600.0,0.0,600.0
1757,G3337901252190793984,0.704814,600.0,0.0,600.0
1758,G229510549652920320,0.704703,600.0,0.0,600.0
1759,G454234611657966720,0.704592,600.0,0.0,600.0
1760,G232679136006160640,0.704481,600.0,0.0,600.0
1761,G195189465990370816,0.70437,600.0,0.0,600.0
1762,G194583802584962560,0.704258,600.0,0.0,600.0
1763,G3344093255003877248,0.704147,600.0,0.0,600.0
1764,G3379833052262862976,0.704036,600.0,0.0,600.0
1765,G454111088397250176,0.703925,600.0,0.0,600.0
1766,G460690806489015680,0.703814,600.0,0.0,600.0
1767,G254203965905996416,0.703703,600.0,0.0,600.0
1768,G1905621021520366720,0.703592,600.0,0.0,600.0
1769,G199281470311584128,0.703481,600.0,0.0,600.0
1770,G3361655994751608192,0.70337,600.0,0.0,600.0
1771,G203310282777774976,0.703259,600.0,0.0,600.0
1772,G45537270497170944,0.703148,600.0,0.0,600.0
1773,G1964659710696277632,0.703036,600.0,0.0,600.0
1774,G181102969691137664,0.702925,600.0,0.0,600.0
1775,G3365911448348338560,0.702814,600.0,0.0,600.0
1776,G3357483382485001472,0.702703,600.0,0.0,600.0
1777,G425678954656340224,0.702592,600.0,0.0,600.0
1778,G195256707998564480,0.702481,600.0,0.0,600.0
1779,G3341872069716498816,0.70237,600.0,0.0,600.0
1780,G441480482930789376,0.702259,600.0,0.0,600.0
1781,G454111500714215680,0.702148,600.0,0.0,600.0
1782,G3449824904470425472,0.702037,600.0,0.0,600.0
1783,G3431115855131567872,0.701926,600.0,0.0,600.0
1784,G172256157397515520,0.701814,600.0,0.0,600.0
1785,G3345777088341194752,0.701703,600.0,0.0,600.0
1786,G436487531909097088,0.701592,600.0,0.0,600.0
1787,G1853498741526086528,0.701481,600.0,0.0,600.0
1788,G271726229881113088,0.70137,600.0,0.0,600.0
1789,G3340058562724350464,0.701259,600.0,0.0,600.0
1790,G3375867938454766848,0.701148,600.0,0.0,600.0
1791,G3431156738919784320,0.701037,600.0,0.0,600.0
1792,G261561859059993088,0.700926,600.0,0.0,600.0
1793,G189377859842561664,0.700815,600.0,0.0,600.0
1794,G1995963146033043584,0.700704,600.0,0.0,600.0
1795,G468528159738094976,0.700592,600.0,0.0,600.0
1796,G275566274241647744,0.700481,600.0,0.0,600.0
1797,G3161587072254030208,0.70037,600.0,0.0,600.0
1798,G3154589741598952320,0.700259,600.0,0.0,600.0
1799,G189381192737305216,0.700148,600.0,0.0,600.0
1800,G3153962096556477056,0.700037,600.0,0.0,600.0
1801,G65791825166381440,0.699926,600.0,0.0,600.0
1802,G202478369089523968,0.699815,600.0,0.0,600.0
1803,G180189825284211072,0.699704,600.0,0.0,600.0
1804,G232112543921241088,0.699593,600.0,0.0,600.0
1805,G175030126451052032,0.699482,600.0,0.0,600.0
1806,G3343377606075347200,0.69937,600.0,0.0,600.0
1807,G385100309793749760,0.699259,600.0,0.0,600.0
1808,G3383424984952243712,0.699148,600.0,0.0,600.0
1809,G3428603161823250816,0.699037,600.0,0.0,600.0
1810,G262338771402441728,0.698926,600.0,0.0,600.0
1811,G3370812349632603520,0.698815,600.0,0.0,600.0
1812,G3410979948932293120,0.698704,600.0,0.0,600.0
1813,G3343455881856479872,0.698593,600.0,0.0,600.0
1814,G264806041133785984,0.698482,600.0,0.0,600.0
1815,G3356780931994695040,0.698371,600.0,0.0,600.0
1816,G189926408770237184,0.69826,600.0,0.0,600.0
1817,G3098452599191631360,0.698148,600.0,0.0,600.0
1818,G2072149925955155968,0.698037,600.0,0.0,600.0
1819,G3342531428798448256,0.697926,600.0,0.0,600.0
1820,G887381960372791296,0.697815,600.0,0.0,600.0
1821,G3436601005104548096,0.697704,600.0,0.0,600.0
1822,G273642674351866240,0.697593,600.0,0.0,600.0
1823,G281933030681314688,0.697482,600.0,0.0,600.0
1824,G1967427731222007808,0.697371,600.0,0.0,600.0
1825,G3115727022077258112,0.69726,600.0,0.0,600.0
1826,G504878632630410752,0.697149,600.0,0.0,600.0
1827,G1996685563835421312,0.697038,600.0,0.0,600.0
1828,G3105299116360811264,0.696926,600.0,0.0,600.0
1829,G3369474686357680256,0.696815,600.0,0.0,600.0
1830,G3120434894647845504,0.696704,600.0,0.0,600.0
1831,G3370004307366446976,0.696593,600.0,0.0,600.0
1832,G3351675006152711808,0.696482,600.0,0.0,600.0
1833,G1984957897933853184,0.696371,600.0,0.0,600.0
1834,G1966408243419782016,0.69626,600.0,0.0,600.0
1835,G3317298087913692288,0.696149,600.0,0.0,600.0
1836,G3355705609621391360,0.696038,600.0,0.0,600.0
1837,G3116741046675984896,0.695927,600.0,0.0,600.0
1838,G443004474765736576,0.695816,600.0,0.0,600.0
1839,G3356131017542067456,0.695704,600.0,0.0,600.0
1840,G3319160213933105024,0.695593,600.0,0.0,600.0
1841,G955072637823044096,0.695482,600.0,0.0,600.0
1842,G244813861726525184,0.695371,600.0,0.0,600.0
1843,G3114103077765775104,0.69526,600.0,0.0,600.0
1844,G440970137733244800,0.695149,600.0,0.0,600.0
1845,G434921449392588544,0.695038,600.0,0.0,600.0
1846,G400010786978550528,0.694927,600.0,0.0,600.0
1847,G446188900958928640,0.694816,600.0,0.0,600.0
1848,G280351104028401024,0.694705,600.0,0.0,600.0
1849,G3372157911344735744,0.694594,600.0,0.0,600.0
1850,G3118967321504078464,0.694483,600.0,0.0,600.0
1851,G188187943445899392,0.694371,600.0,0.0,600.0
1852,G3288969548780308736,0.69426,600.0,0.0,600.0
1853,G53807079705073152,0.694149,600.0,0.0,600.0
1854,G3375212281629234048,0.694038,600.0,0.0,600.0
1855,G208722770501115904,0.693927,600.0,0.0,600.0
1856,G3400116224296440960,0.693816,600.0,0.0,600.0
1857,G192886156629653504,0.693705,600.0,0.0,600.0
1858,G3122985452386853632,0.693594,600.0,0.0,600.0
1859,G441793117892321792,0.693483,600.0,0.0,600.0
1860,G2101671538258864128,0.693372,600.0,0.0,600.0
1861,G1967698073640460672,0.693261,600.0,0.0,600.0
1862,G250306368983573120,0.693149,600.0,0.0,600.0
1863,G436280858084653056,0.693038,600.0,0.0,600.0
1864,G244920205117800576,0.692927,600.0,0.0,600.0
1865,G3370793589214196224,0.692816,600.0,0.0,600.0
1866,G2007470570320379264,0.692705,600.0,0.0,600.0
1867,G3369802340824496768,0.692594,600.0,0.0,600.0
1868,G180766622212970624,0.692483,600.0,0.0,600.0
1869,G3431757729402025984,0.692372,600.0,0.0,600.0
1870,G180843961684854272,0.692261,600.0,0.0,600.0
1871,G212549861239443968,0.69215,600.0,0.0,600.0
1872,G3025883796667947520,0.692039,600.0,0.0,600.0
1873,G510290635024756736,0.691927,600.0,0.0,600.0
1874,G609957996815277824,0.691816,600.0,0.0,600.0
1875,G245661825712558464,0.691705,600.0,0.0,600.0
1876,G183076004650880512,0.691594,600.0,0.0,600.0
1877,G1871115048116569856,0.691483,600.0,0.0,600.0
1878,G192351523399105792,0.691372,600.0,0.0,600.0
1879,G3377087636149678720,0.691261,600.0,0.0,600.0
1880,G3338031853556239744,0.69115,600.0,0.0,600.0
1881,G942803599885897856,0.691039,600.0,0.0,600.0
1882,G3132858203514444928,0.690928,600.0,0.0,600.0
1883,G49305198062459264,0.690817,600.0,0.0,600.0
1884,G1870182765336445952,0.690705,600.0,0.0,600.0
1885,G3452282347315631360,0.690594,600.0,0.0,600.0
1886,G3097040684524735488,0.690483,600.0,0.0,600.0
1887,G193840704522409728,0.690372,600.0,0.0,600.0
1888,G3424884957094649856,0.690261,600.0,0.0,600.0
1889,G3369976716496360960,0.69015,600.0,0.0,600.0
1890,G3131585110785636096,0.690039,600.0,0.0,600.0
1891,G201207917764078080,0.689928,600.0,0.0,600.0
1892,G239815065250582784,0.689817,600.0,0.0,600.0
1893,G3425476524411862144,0.689706,600.0,0.0,600.0
1894,G3352605777105469696,0.689595,600.0,0.0,600.0
1895,G3399468057893580928,0.689483,600.0,0.0,600.0
1896,G3426794941935794432,0.689372,600.0,0.0,600.0
1897,G3431175052660311680,0.689261,600.0,0.0,600.0
1898,G2073098048561579648,0.68915,600.0,0.0,600.0
1899,G217004601318509568,0.689039,600.0,0.0,600.0
1900,G245226281667179648,0.688928,600.0,0.0,600.0
1901,G2180453470538367488,0.688817,600.0,0.0,600.0
1902,G3448859872559385600,0.688706,600.0,0.0,600.0
1903,G3428613705963941632,0.688595,600.0,0.0,600.0
1904,G905328498398484096,0.688484,600.0,0.0,600.0
1905,G3816803952667467264,0.688373,600.0,0.0,600.0
1906,G168671994306457600,0.688261,600.0,0.0,600.0
1907,G3454347367594873088,0.68815,600.0,0.0,600.0
1908,G3351576084465603072,0.688039,600.0,0.0,600.0
1909,G3363162806717514752,0.687928,600.0,0.0,600.0
1910,G199146814497714944,0.687817,600.0,0.0,600.0
1911,G3122955181458879104,0.687706,600.0,0.0,600.0
1912,G456542864521078144,0.687595,600.0,0.0,600.0
1913,G3352106835045239936,0.687484,600.0,0.0,600.0
